address,type,animal,cell,aff,KT,passive,badtrial,trimdatacheck,amp,IBA,DRA,SRA,DI,restRate,peakifr,meanifr,spikect,triIB,trisc1,trisc2,trimifr1,trimifr2,kMTU,kFas,FasExc
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-25\exp582.mat,ramp,A18042-20-25,3,IA,T,1,1,NaN,3,81.5394651013802,217.770034843093,68.4181718664968,149.351862976596,0,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-25\exp583.mat,sine,A18042-20-25,3,IA,T,0,0,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-25\exp584.mat,ramp,A18042-20-25,3,IA,T,1,1,NaN,3,96.0061443935749,217.770034843093,73.7898465170962,143.980188325997,0,NaN,NaN,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-25\exp585.mat,ramp,A18042-20-25,3,IA,T,1,1,NaN,3,74.7160789000092,223.214285714239,79.7193877551578,143.494897959082,0,NaN,NaN,103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp586.mat,triangle,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp587.mat,NA,A18042-20-26,1,IA,T,0,0,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp588.mat,NA,A18042-20-26,1,IA,T,0,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp589.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp590.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp591.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp592.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp593.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp594.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp595.mat,ramp,A18042-20-26,1,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp596.mat,sine,A18042-20-26,1,IA,T,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp597.mat,sine,A18042-20-26,1,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,155.279503105644,126.922922820304,62,NaN,NaN,NaN,NaN,NaN,0.30956143367722,0.890167901612565,1.53550121591966
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp598.mat,ramp,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp599.mat,NA,A18042-20-26,1,IA,T,1,0,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp600.mat,NA,A18042-20-26,1,IA,T,1,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp601.mat,sine,A18042-20-26,1,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,186.01190476344,152.228633860421,82,NaN,NaN,NaN,NaN,NaN,0.324782070178749,1.06020264331657,1.3139453463353
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp602.mat,ramp,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp603.mat,ramp,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp604.mat,triangle,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp605.mat,sine,A18042-20-26,1,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,115.20737327229,93.1421973121113,40,NaN,NaN,NaN,NaN,NaN,0.280107221188477,0.876911453319741,1.16245517669965
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp606.mat,ramp,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp607.mat,triangle,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp608.mat,ramp,A18042-20-26,1,IA,T,1,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp609.mat,sine,A18042-20-26,1,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,116.7133520079,89.0230275316879,38,NaN,NaN,NaN,NaN,NaN,0.292095165128944,0.882030442073694,1.22624018043763
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp610.mat,triangle,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp611.mat,NA,A18042-20-26,2,II,T,0,0,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp612.mat,NA,A18042-20-26,2,II,T,0,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp613.mat,ramp,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp614.mat,ramp,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp615.mat,ramp,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp616.mat,ramp,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp617.mat,ramp,A18042-20-26,2,II,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp618.mat,sine,A18042-20-26,2,II,T,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp619.mat,sine,A18042-20-26,2,II,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,99.7605746208962,78.0538090906751,55,NaN,NaN,NaN,NaN,NaN,0.284456939126215,0.809335093588128,1.37411034156844
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp620.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,54.6089995631442,160.875160875293,100.321027287456,60.5541335878371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp621.mat,triangle,A18042-20-26,2,II,T,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,67,56,83.9033781318643,81.4221524354423,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp622.mat,sine,A18042-20-26,2,II,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,97.5800156126267,75.0904437360264,55,NaN,NaN,NaN,NaN,NaN,0.300564940104941,0.91449669963604,1.19050861036609
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp623.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.6297285269111,165.343915343337,102.627257799546,62.7166575437916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp624.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.1146384479517,162.337662337816,103.820598006837,58.5170643309785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp625.mat,triangle,A18042-20-26,2,II,T,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,65,57,83.4407100893487,79.6922701630432,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp626.mat,triangle,A18042-20-26,2,II,T,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,65,55,82.3810196148668,80.3814874590246,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp627.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.2852720036072,163.82699868956,100.32102728717,63.5059714023899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp628.mat,sine,A18042-20-26,2,II,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,93.9849624063094,72.480008005956,54,NaN,NaN,NaN,NaN,NaN,0.280475132419057,0.915788029161359,1.13827336867348
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp629.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,54.945054944947,166.889185580997,103.220478943205,63.6687066377917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp630.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.1146384479517,166.889185580997,102.040816326694,64.8483692543026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp631.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.4569653948377,160.875160875293,103.220478943205,57.6546819320877,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp632.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,55.978504254446,162.337662337067,102.040816326694,60.2968460103725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp633.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,58.1665891113299,163.82699868956,100.887812752365,62.9391859371949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp634.mat,ramp,A18042-20-26,2,II,T,1,0,NaN,3,57.4184657785099,163.82699868956,100.887812752365,62.9391859371949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp635.mat,sine,A18042-20-26,2,II,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,94.9848024319246,73.0176343722671,55,NaN,NaN,NaN,NaN,NaN,0.278438891889525,0.863187391650299,1.1545536758552
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp636.mat,sine,A18042-20-26,2,II,T,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp637.mat,triangle,A18042-20-26,3,IA,C,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp638.mat,NA,A18042-20-26,3,IA,C,0,0,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp639.mat,NA,A18042-20-26,3,IA,C,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp640.mat,ramp,A18042-20-26,3,IA,C,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp641.mat,ramp,A18042-20-26,3,IA,C,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp642.mat,ramp,A18042-20-26,3,IA,C,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp643.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,241.31274131294,198.412698412657,125.754527163042,72.6581712496156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp644.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,173.370319001501,189.96960486308,128.468653648495,61.5009512145851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp645.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,171.703296703387,198.412698412937,125.754527163042,72.6581712498953,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp646.mat,sine,A18042-20-26,3,IA,C,0,0,1,2,NaN,NaN,NaN,NaN,NaN,152.625152625171,120.733762811122,89,NaN,NaN,NaN,NaN,NaN,0.236023989964875,0.858648276754651,0.908199640315499
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp647.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,266.524520255455,194.099378881626,131.302521008425,62.796857873201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp648.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,196.23233908914,187.969924812117,126.64640324211,61.3235215700064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp649.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,186.011904761965,192.012288786102,123.152709359742,68.8595794263599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp650.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,178.571428571392,194.099378881626,124.007936507867,70.091442373759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp651.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,238.09523809539,200.64205457434,130.344108446066,70.2979461282738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp652.mat,sine,A18042-20-26,3,IA,C,0,0,1,2,NaN,NaN,NaN,NaN,NaN,156.641604010097,124.065083904134,93,NaN,NaN,NaN,NaN,NaN,0.241049895553909,0.8864241875583,0.942266178945723
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp653.mat,triangle,A18042-20-26,3,IA,C,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.362637362475,123,96,129.331992574104,113.732480230392,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp654.mat,triangle,A18042-20-26,3,IA,C,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,105.663567201618,118,95,127.312955937728,112.721678659279,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp655.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,231.910946198256,192.01228878715,129.399585920608,62.6127028665417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp656.mat,NA,A18042-20-26,3,IA,C,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp657.mat,sine,A18042-20-26,3,IA,C,0,0,1,2,NaN,NaN,NaN,NaN,NaN,153.940886700216,123.12827705594,93,NaN,NaN,NaN,NaN,NaN,0.225709238754171,0.803119505247342,0.995487755394467
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp658.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,262.60504201734,196.232339090235,127.551020408368,68.6813186818667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp659.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,184.09425625972,192.01228878715,123.152709359311,68.8595794278389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp660.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,288.018433180725,192.01228878715,124.007936508086,68.0043522790642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp661.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,202.922077924142,189.969604864875,127.551020408368,62.4185844565069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp662.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,168.463611859279,180.375180375629,122.309197651787,58.0659827238416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp663.mat,sine,A18042-20-26,3,IA,C,0,0,1,2,NaN,NaN,NaN,NaN,NaN,151.331719128981,120.326489399909,89,NaN,NaN,NaN,NaN,NaN,0.247993625580831,0.893789193409908,0.988742881429896
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp664.mat,ramp,A18042-20-26,3,IA,C,1,0,NaN,3,283.446712016769,192.012288785054,125.754527163154,66.2577616219001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp665.mat,triangle,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp666.mat,NA,A18042-20-26,3,IA,T,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp667.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp668.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp669.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp670.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp671.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp672.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp673.mat,ramp,A18042-20-26,3,IA,T,0,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp674.mat,sine,A18042-20-26,3,IA,T,0,0,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp675.mat,sine,A18042-20-26,3,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,171.703296703177,138.476844429866,110,NaN,NaN,NaN,NaN,NaN,0.265163981566852,0.780734305971054,1.43040883713496
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp676.mat,triangle,A18042-20-26,3,IA,T,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,139.508928571842,135,108,141.544178703957,124.592949950523,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp677.mat,triangle,A18042-20-26,3,IA,T,1,0,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,131.30252100818,132,109,140.776051353571,127.030862881166,NaN,NaN,NaN
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp678.mat,sine,A18042-20-26,3,IA,T,0,0,1,2,NaN,NaN,NaN,NaN,NaN,173.370319001714,141.684982599015,110,NaN,NaN,NaN,NaN,NaN,0.283655276742277,0.837303450507444,1.27162250690772
C:\Users\Jake\Documents\Data\Spindle_spring_struct\A18042-20-26\exp679.mat,ramp,A18042-20-26,3,IA,T,1,0,NaN,3,396.825396824755,228.937728937756,142.857142857041,86.0805860807152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
